review_id,product_id,review_date,review_text,rating
159,3341,2022-05-27 14:46:22,Poor build quality.,5
160,4774,2021-09-18 23:47:58,Battery drains fast.,1
161,3436,2024-10-03 08:02:24,Fantastic performance.,4
162,3780,2020-06-19 11:12:38,Would not recommend.,3
163,4478,2021-04-16 07:11:54,Exceeded expectations.,3
164,966,2023-01-12 01:45:34,Would not recommend.,5
165,1180,2023-02-11 07:08:47,Value for money.,4
166,2435,2020-02-29 16:31:06,Poor build quality.,4
167,501,2020-08-21 12:27:13,User-friendly interface.,1
168,4555,2024-12-22 19:27:48,Great product!,1
169,50,2020-01-21 06:05:53,Poor build quality.,4
170,970,2022-10-02 09:22:25,Customer support was helpful.,5
171,988,2022-04-21 19:12:47,Customer support was helpful.,5
172,4628,2022-01-15 03:12:59,Great product!,4
173,1116,2022-07-09 00:09:14,Battery drains fast.,3
174,3933,2023-01-22 11:50:27,Not as advertised.,3
175,1480,2023-02-20 04:32:47,Would not recommend.,1
176,4435,2024-09-22 03:58:05,Exceeded expectations.,4
177,3125,2021-10-22 03:55:54,Battery drains fast.,3
178,3568,2024-08-04 07:55:19,Customer support was helpful.,5
179,1659,2021-12-08 06:44:58,Fantastic performance.,2
180,1877,2023-03-12 02:35:06,Great product!,2
181,2052,2024-05-13 17:14:04,Battery drains fast.,4
182,4377,2023-08-08 21:03:27,Not as advertised.,1
183,2816,2023-02-17 21:19:44,Fantastic performance.,2
184,971,2020-03-02 06:55:25,Value for money.,5
185,208,2020-12-25 17:54:37,Poor build quality.,5
186,260,2020-07-06 00:38:33,Great product!,5
187,4359,2022-08-20 14:00:00,Customer support was helpful.,2
188,783,2023-03-29 06:38:25,Exceeded expectations.,3
189,505,2022-02-16 02:43:27,Value for money.,5
190,1574,2022-05-03 13:48:51,Value for money.,1
191,4299,2022-08-02 01:27:37,Battery drains fast.,4
192,1760,2021-08-26 23:31:39,Great product!,4
193,3795,2020-04-10 08:38:00,Poor build quality.,4
194,3591,2021-05-01 05:06:29,Great product!,3
195,4141,2022-04-14 16:40:07,Fantastic performance.,4
196,1402,2020-04-18 04:11:22,Not as advertised.,4
197,789,2023-02-10 14:08:23,Value for money.,2
198,3330,2020-09-07 06:43:24,Value for money.,3
199,2845,2023-06-02 01:07:58,Customer support was helpful.,3
200,3986,2020-04-19 19:19:56,Value for money.,2
201,4013,2022-06-04 00:33:03,Poor build quality.,1
202,2093,2024-11-30 11:51:03,Exceeded expectations.,4
203,2968,2023-09-20 15:23:49,Great product!,1
204,1070,2022-01-15 06:28:07,Exceeded expectations.,2
205,1676,2024-01-18 10:07:03,Customer support was helpful.,2
206,2613,2020-10-14 16:29:21,Battery drains fast.,2
207,4397,2022-10-15 08:09:14,Fantastic performance.,2
208,288,2022-07-01 15:47:43,Value for money.,5
209,786,2021-10-21 13:25:29,User-friendly interface.,2
210,2317,2024-09-28 10:09:37,Customer support was helpful.,1
211,2839,2021-07-24 17:03:18,Fantastic performance.,2
212,3638,2024-06-07 18:03:38,Great product!,1
213,2629,2021-05-23 04:44:02,Would not recommend.,2
214,1266,2024-11-04 20:28:03,Not as advertised.,2
215,2984,2024-09-10 20:59:31,Would not recommend.,5
216,3016,2021-10-25 18:04:35,Value for money.,2
217,71,2023-04-22 07:50:18,Exceeded expectations.,4
218,4931,2023-04-11 02:16:05,Value for money.,5
219,2461,2021-10-11 09:39:28,Fantastic performance.,5
220,612,2021-02-03 19:45:47,Exceeded expectations.,4
221,3524,2024-06-03 17:34:45,Not as advertised.,5
222,3703,2020-10-25 11:48:35,Customer support was helpful.,2
223,2577,2023-02-27 21:21:49,Fantastic performance.,4
224,191,2020-01-25 08:51:29,Fantastic performance.,2
225,1748,2022-03-26 20:18:51,Customer support was helpful.,5
226,2126,2022-08-26 01:47:18,User-friendly interface.,3
227,1629,2023-03-03 23:59:14,Value for money.,4
228,4985,2021-10-21 22:41:00,Customer support was helpful.,1
229,3373,2024-11-01 02:36:01,Battery drains fast.,5
230,2997,2022-04-13 16:44:22,Fantastic performance.,3
231,17,2021-09-17 11:04:50,User-friendly interface.,5
232,4911,2020-05-24 18:17:26,Poor build quality.,2
233,1598,2023-02-13 08:49:37,Would not recommend.,2
234,1067,2020-09-10 10:37:11,Exceeded expectations.,2
235,3140,2020-01-09 08:42:11,Value for money.,3
236,3452,2021-07-05 14:35:51,Fantastic performance.,2
237,2260,2021-01-09 14:28:58,Exceeded expectations.,5
238,2251,2022-09-01 01:25:15,Would not recommend.,5
239,2774,2024-04-06 21:03:33,Not as advertised.,5
240,4205,2023-09-01 23:32:28,Fantastic performance.,4
241,284,2024-10-27 06:19:52,Fantastic performance.,5
242,2989,2023-09-17 23:16:42,Exceeded expectations.,2
243,4833,2023-12-22 19:58:37,Fantastic performance.,4
244,603,2022-07-03 23:34:03,Fantastic performance.,4
245,1364,2020-12-11 05:01:55,Customer support was helpful.,4
246,3353,2022-01-08 21:43:03,Battery drains fast.,4
247,4076,2020-12-28 21:30:56,Great product!,3
248,4587,2020-06-30 04:56:21,Not as advertised.,5
249,801,2022-07-16 23:54:42,Great product!,3
250,760,2022-10-23 02:14:27,Value for money.,1
251,1494,2021-09-06 07:04:47,Battery drains fast.,3
252,4801,2023-03-18 05:27:54,Fantastic performance.,4
253,3935,2022-12-21 03:44:25,Value for money.,5
254,815,2021-06-17 22:34:34,Not as advertised.,5
255,4899,2022-06-15 07:23:41,Poor build quality.,2
256,373,2020-07-23 11:11:29,Poor build quality.,3
257,2999,2022-02-28 16:09:43,Exceeded expectations.,5
258,2892,2023-07-21 05:45:10,Poor build quality.,1
259,3792,2024-04-04 00:55:24,Fantastic performance.,1
260,3320,2024-09-30 22:24:01,Great product!,3
261,2190,2021-07-11 11:03:18,User-friendly interface.,2
262,2450,2020-06-04 04:23:54,Customer support was helpful.,1
263,3968,2020-01-22 19:40:28,Great product!,2
264,823,2021-03-30 01:53:46,Great product!,3
265,222,2021-12-09 21:11:30,User-friendly interface.,5
266,3938,2022-11-03 19:55:13,Fantastic performance.,2
267,1388,2022-02-02 04:35:33,Customer support was helpful.,1
268,3889,2021-08-27 08:42:31,Not as advertised.,2
269,2161,2023-06-23 06:37:33,Value for money.,5
270,3271,2021-06-11 09:36:54,Exceeded expectations.,5
271,1926,2023-10-28 19:02:34,Poor build quality.,1
272,4694,2023-03-28 09:18:22,Would not recommend.,2
273,2952,2020-08-02 08:55:17,Would not recommend.,2
274,4581,2020-11-02 02:43:32,Great product!,4
275,3994,2022-04-21 14:35:36,Customer support was helpful.,1
276,2599,2023-01-14 12:28:34,User-friendly interface.,2
277,1667,2022-10-04 07:08:05,Great product!,3
278,3082,2023-06-19 02:46:16,Would not recommend.,4
279,3886,2021-01-30 01:15:42,Fantastic performance.,1
280,4758,2020-10-24 08:40:32,Battery drains fast.,5
281,2115,2023-10-23 05:41:40,Poor build quality.,1
282,2753,2021-06-06 05:27:54,Battery drains fast.,3
283,3169,2024-05-11 04:11:12,Customer support was helpful.,3
284,1555,2022-05-04 14:30:11,Poor build quality.,5
285,1081,2020-11-08 11:48:35,Poor build quality.,5
286,3935,2022-05-03 11:37:14,User-friendly interface.,5
287,88,2023-11-14 22:09:48,Fantastic performance.,4
288,2701,2024-05-11 08:07:09,Battery drains fast.,3
289,2704,2020-11-17 23:31:07,Great product!,5
290,2960,2021-08-13 08:37:51,Customer support was helpful.,3
291,2419,2020-04-10 08:36:28,Would not recommend.,4
292,2423,2022-03-11 01:48:43,Great product!,4
293,4148,2024-03-17 17:02:59,Exceeded expectations.,3
294,1748,2021-07-31 07:01:17,Poor build quality.,5
295,41,2022-04-28 17:19:44,User-friendly interface.,1
296,2139,2020-10-11 22:08:41,Value for money.,2
297,39,2024-10-22 07:21:53,Customer support was helpful.,3
298,3085,2021-01-10 10:30:10,Fantastic performance.,4
299,3680,2021-10-16 18:02:16,Poor build quality.,5
300,2152,2020-07-11 09:37:40,Customer support was helpful.,2
301,3938,2020-09-02 21:55:44,Not as advertised.,3
302,2091,2023-08-06 17:46:12,Customer support was helpful.,1
303,209,2024-12-01 04:53:22,Value for money.,1
304,600,2023-08-15 07:18:24,Great product!,4
305,605,2022-06-29 14:02:45,Customer support was helpful.,4
306,2524,2024-07-24 15:33:29,Would not recommend.,4
307,3710,2020-06-02 03:35:07,Exceeded expectations.,3
308,2157,2024-01-10 02:30:40,Would not recommend.,1
309,214,2020-07-11 13:13:37,Great product!,1
310,1577,2020-09-29 11:44:52,Battery drains fast.,4
311,2819,2021-08-23 16:28:08,Not as advertised.,4
312,2125,2023-03-20 12:00:45,Fantastic performance.,5
313,269,2023-10-18 15:43:32,Battery drains fast.,1
314,2409,2021-11-22 03:52:04,Value for money.,4
315,2578,2024-01-14 10:29:36,Not as advertised.,4
316,4779,2023-12-02 10:09:08,User-friendly interface.,4
317,4258,2022-12-04 17:13:27,User-friendly interface.,5
318,4561,2022-09-21 00:40:24,Fantastic performance.,1
319,823,2021-07-30 02:55:53,Value for money.,1
320,3636,2024-04-04 03:12:54,Not as advertised.,1
321,2596,2022-12-05 04:31:44,Fantastic performance.,5
322,3954,2024-07-04 18:03:22,Would not recommend.,3
323,3832,2023-03-29 07:57:31,Would not recommend.,5
324,2100,2023-10-13 03:14:44,Not as advertised.,2
325,4584,2023-10-05 16:43:35,Customer support was helpful.,5
326,3603,2024-10-15 15:31:52,Battery drains fast.,2
327,3468,2024-12-22 13:45:29,User-friendly interface.,4
328,651,2020-03-31 17:34:49,Customer support was helpful.,2
329,1635,2021-08-01 01:46:56,Fantastic performance.,5
330,4815,2021-01-13 10:42:37,Battery drains fast.,3
331,1168,2021-05-15 22:15:00,Customer support was helpful.,1
332,4077,2024-07-15 03:39:27,Poor build quality.,5
333,199,2021-02-06 08:06:53,Not as advertised.,1
334,1356,2021-08-07 09:32:58,Value for money.,2
335,3506,2023-12-06 11:58:59,Would not recommend.,4
336,803,2023-07-03 01:46:38,Poor build quality.,4
337,701,2022-10-08 17:59:04,Fantastic performance.,5
338,503,2024-08-25 13:50:06,Battery drains fast.,2
339,4565,2024-08-24 02:09:51,Not as advertised.,2
340,2414,2023-02-13 02:12:50,Battery drains fast.,1
341,4720,2020-10-02 09:17:53,Battery drains fast.,2
342,2968,2022-12-04 04:02:58,Value for money.,3
343,2871,2021-01-11 15:09:26,Great product!,4
344,4759,2024-08-08 17:30:03,Value for money.,3
345,4847,2020-11-20 18:40:49,Customer support was helpful.,3
346,3468,2024-12-22 04:34:03,Great product!,1
347,1419,2020-10-02 01:45:43,Poor build quality.,2
348,1099,2024-05-01 14:04:43,Battery drains fast.,1
349,3170,2022-02-13 11:22:25,Not as advertised.,4
350,383,2023-08-02 08:00:27,User-friendly interface.,1
351,3941,2021-10-13 04:07:54,Fantastic performance.,3
352,1394,2021-09-04 10:50:30,Value for money.,1
353,3328,2022-08-27 00:14:19,Great product!,2
354,1653,2023-12-10 08:42:47,Great product!,1
355,4272,2023-07-15 11:56:40,Great product!,2
356,4324,2023-11-10 02:31:51,Customer support was helpful.,3
357,2395,2020-01-04 08:31:46,Value for money.,2
358,2039,2020-10-13 18:10:47,Exceeded expectations.,2
359,1986,2021-11-09 19:57:38,Battery drains fast.,2
360,1263,2023-07-07 05:43:17,Battery drains fast.,2
361,1712,2021-01-16 12:24:03,Poor build quality.,4
362,350,2020-03-31 17:31:34,User-friendly interface.,5
363,4027,2023-03-23 08:47:19,User-friendly interface.,4
364,441,2024-07-02 08:40:53,Fantastic performance.,1
365,2809,2023-03-23 07:12:09,Customer support was helpful.,4
366,2563,2023-04-02 01:58:27,Exceeded expectations.,4
367,3153,2022-10-29 06:10:46,Exceeded expectations.,2
368,1385,2022-09-01 23:16:09,Battery drains fast.,1
369,288,2021-01-24 01:04:41,Battery drains fast.,1
370,2056,2020-08-06 21:44:08,Exceeded expectations.,3
371,998,2022-07-08 23:35:11,Would not recommend.,2
372,2334,2020-07-07 01:58:37,Would not recommend.,4
373,1423,2021-08-23 00:44:15,Would not recommend.,3
374,74,2021-11-15 19:08:54,Exceeded expectations.,3
375,1463,2020-08-09 03:53:15,User-friendly interface.,4
376,3195,2024-06-27 03:54:08,Great product!,1
377,2206,2020-02-15 22:35:06,Customer support was helpful.,2
378,430,2020-07-03 16:37:20,Value for money.,2
379,1472,2022-05-25 03:49:25,Fantastic performance.,4
380,3482,2024-02-11 22:53:48,User-friendly interface.,2
381,3181,2021-04-09 04:51:13,Poor build quality.,5
382,4942,2020-12-09 06:27:18,Not as advertised.,3
383,1731,2020-11-03 19:43:03,Battery drains fast.,3
384,36,2021-10-06 18:36:46,Exceeded expectations.,5
385,1021,2024-01-13 14:14:52,Battery drains fast.,2
386,1998,2024-02-27 14:57:19,Poor build quality.,1
387,2761,2021-12-28 01:32:14,Battery drains fast.,5
388,3118,2023-01-08 05:08:04,Would not recommend.,5
389,2536,2023-07-19 22:10:11,Exceeded expectations.,3
390,4715,2020-02-15 22:13:44,Poor build quality.,1
391,4266,2021-03-03 21:30:31,Fantastic performance.,1
392,146,2022-09-27 11:28:52,Great product!,2
393,4964,2020-04-05 23:32:28,Would not recommend.,1
394,4516,2024-02-08 18:49:52,Value for money.,2
395,4669,2023-10-19 13:18:31,Would not recommend.,4
396,1027,2024-03-08 03:23:51,Great product!,5
397,3666,2022-03-25 12:57:58,Great product!,5
398,1287,2023-01-31 06:26:14,Poor build quality.,2
399,2847,2024-05-17 02:51:03,Customer support was helpful.,2
400,321,2023-10-21 18:10:08,Fantastic performance.,2
401,4096,2022-08-14 23:10:51,Not as advertised.,5
402,2294,2022-03-08 03:04:18,Not as advertised.,2
403,1613,2024-09-13 21:14:11,Not as advertised.,5
404,477,2024-06-26 19:31:38,Exceeded expectations.,5
405,3165,2023-03-07 17:00:53,Poor build quality.,3
406,1827,2021-02-12 00:43:47,Fantastic performance.,3
407,783,2022-07-05 13:49:33,Value for money.,4
408,4629,2024-08-08 22:28:13,Value for money.,4
409,1948,2023-06-11 11:39:56,Poor build quality.,1
410,3332,2021-08-26 12:00:30,Would not recommend.,2
411,4675,2024-12-25 15:04:20,Not as advertised.,5
412,1594,2020-03-23 03:38:20,Not as advertised.,1
413,1748,2024-12-13 22:26:33,Battery drains fast.,3
414,2034,2023-11-26 13:00:30,Poor build quality.,5
415,257,2023-01-18 01:56:32,Fantastic performance.,1
416,2992,2024-01-05 18:18:13,Poor build quality.,3
417,1418,2024-08-07 07:43:45,Would not recommend.,4
418,4978,2024-07-18 04:20:09,Exceeded expectations.,2
419,4115,2022-11-25 23:07:20,Battery drains fast.,2
420,110,2024-09-22 21:21:11,Would not recommend.,1
421,2553,2021-11-17 08:08:19,Fantastic performance.,3
422,1058,2020-05-14 15:17:30,Would not recommend.,1
423,4351,2022-12-18 14:04:43,Battery drains fast.,3
424,4734,2021-04-12 14:08:23,Poor build quality.,3
425,2043,2024-03-13 07:29:46,Fantastic performance.,2
426,2182,2023-04-21 14:36:55,Exceeded expectations.,4
427,4493,2024-12-22 08:12:45,User-friendly interface.,4
428,3559,2024-07-03 01:18:21,User-friendly interface.,5
429,1622,2021-03-02 13:45:36,Battery drains fast.,3
430,3659,2023-01-03 01:07:45,Battery drains fast.,2
431,2695,2021-10-08 15:22:09,Not as advertised.,3
432,3885,2022-08-01 16:22:57,Battery drains fast.,5
433,4781,2022-07-30 10:27:24,Poor build quality.,2
434,3285,2023-04-15 10:38:45,Exceeded expectations.,3
435,2167,2023-08-30 04:32:26,Not as advertised.,4
436,3887,2021-03-05 11:19:21,Exceeded expectations.,4
437,4398,2024-12-27 22:49:38,Exceeded expectations.,5
438,4323,2022-06-30 23:56:11,Exceeded expectations.,4
439,4452,2024-10-11 15:38:33,Fantastic performance.,3
440,4797,2021-02-09 08:45:55,Great product!,5
441,3393,2021-01-21 23:52:05,Poor build quality.,1
442,2271,2023-10-18 21:43:10,Fantastic performance.,5
443,3712,2021-07-18 00:47:00,Great product!,4
444,1587,2023-02-28 05:26:23,User-friendly interface.,2
445,1215,2021-06-05 06:12:11,Value for money.,5
446,1646,2023-08-01 16:18:31,Would not recommend.,3
447,1351,2024-12-20 09:35:46,Not as advertised.,5
448,3199,2022-09-19 20:17:41,Value for money.,4
449,365,2020-04-13 00:52:08,Battery drains fast.,5
450,3940,2024-05-16 23:48:43,Poor build quality.,3
451,4615,2023-01-10 23:02:56,Value for money.,3
452,3200,2023-01-13 05:13:11,Battery drains fast.,4
453,1627,2022-07-18 04:50:11,Value for money.,3
454,3202,2022-08-30 11:36:49,Battery drains fast.,4
455,1646,2020-02-21 10:27:43,Fantastic performance.,5
456,982,2022-09-05 01:13:18,Poor build quality.,5
457,2396,2024-04-23 04:31:16,Great product!,1
458,2037,2024-05-24 04:40:34,Great product!,4
459,3553,2022-03-08 11:22:08,Poor build quality.,2
460,922,2023-02-07 04:16:30,Fantastic performance.,4
461,3747,2021-01-28 02:46:15,User-friendly interface.,5
462,3659,2020-07-30 01:29:49,Fantastic performance.,5
463,3783,2020-03-13 19:48:21,Value for money.,3
464,3996,2023-04-14 08:45:16,Battery drains fast.,1
465,4457,2024-12-06 17:15:16,Battery drains fast.,2
466,4278,2021-01-18 00:13:23,User-friendly interface.,1
467,1475,2021-01-24 01:00:59,User-friendly interface.,4
468,4659,2024-08-30 05:49:33,User-friendly interface.,4
469,4410,2023-10-23 01:17:46,Not as advertised.,5
470,2069,2024-06-09 16:16:13,Customer support was helpful.,3
471,3768,2021-03-23 13:10:02,Not as advertised.,2
472,2853,2022-08-21 06:53:41,Poor build quality.,3
473,403,2024-05-07 06:43:08,Battery drains fast.,2
474,1148,2021-05-23 16:09:31,Poor build quality.,1
475,613,2023-07-23 07:20:29,Value for money.,5
476,1877,2022-05-12 07:44:26,User-friendly interface.,3
477,1614,2021-09-25 22:12:56,Poor build quality.,4
478,3018,2023-10-06 12:52:17,Great product!,5
479,4789,2024-11-21 23:29:17,Exceeded expectations.,2
480,1735,2020-05-31 06:57:10,Fantastic performance.,5
481,3549,2020-01-22 08:41:52,Not as advertised.,4
482,2920,2021-04-05 00:48:55,Not as advertised.,4
483,4936,2022-09-10 08:55:27,Value for money.,2
484,2151,2020-01-10 05:54:43,Would not recommend.,5
485,2381,2023-03-03 06:30:36,Battery drains fast.,3
486,1811,2023-01-10 19:01:58,Poor build quality.,5
487,3202,2021-01-18 04:06:40,Would not recommend.,4
488,753,2020-01-22 05:22:13,Battery drains fast.,2
489,2473,2023-04-26 06:34:58,Great product!,1
490,1342,2022-07-19 11:25:12,Not as advertised.,1
491,505,2023-10-16 13:15:20,Great product!,5
492,3483,2022-04-11 17:41:08,Not as advertised.,4
493,1970,2024-12-17 17:04:27,User-friendly interface.,5
494,4050,2023-03-31 04:10:22,Would not recommend.,2
495,4148,2022-04-23 04:20:23,Would not recommend.,3
496,3638,2022-04-15 20:57:28,Exceeded expectations.,1
497,2423,2021-10-27 11:25:42,Value for money.,5
498,4485,2024-09-03 12:47:10,Poor build quality.,4
499,674,2020-01-04 02:48:54,User-friendly interface.,1
