product_id,country,launch_date,success,price
150,Canada,2022-07-18 08:30:29,0,965.66
151,India,2020-06-29 17:23:34,0,1619.51
152,UK,2020-02-25 06:46:55,0,1330.41
153,China,2020-11-10 21:04:44,1,106.86
154,France,2022-12-27 08:48:58,1,582.02
155,Canada,2022-08-10 19:27:11,1,1038.39
156,Japan,2024-02-19 18:19:38,1,1275.51
157,USA,2021-10-24 07:30:28,1,224.62
158,India,2021-03-09 01:20:39,1,1439.65
159,Australia,2020-05-17 22:17:22,0,1132.72
160,France,2024-03-19 02:22:05,1,1098.98
161,China,2020-08-29 22:00:06,0,654.89
162,France,2022-03-18 11:11:26,1,1230.16
163,Canada,2021-07-02 07:47:27,1,152.24
164,Brazil,2023-10-09 05:57:36,1,222.93
165,USA,2023-05-15 23:25:10,1,1494.35
166,USA,2020-04-27 18:53:48,1,711.59
167,Australia,2024-02-11 18:53:58,1,759.24
168,Brazil,2020-03-04 04:31:41,0,495.93
169,UK,2021-04-21 00:55:59,0,946.68
170,Germany,2020-02-16 10:53:02,1,198.79
171,India,2024-05-05 16:43:23,1,670.69
172,USA,2022-08-03 09:45:12,0,1101.54
173,Japan,2023-02-25 18:40:53,0,984.7
174,USA,2023-05-17 05:17:21,0,1999.37
175,France,2020-10-13 10:23:00,0,838.65
176,USA,2022-08-15 16:11:06,1,835.3
177,USA,2023-09-05 12:43:31,1,1056.81
178,Germany,2022-09-16 09:05:26,1,461.58
179,Germany,2024-01-22 09:42:18,1,1764.98
180,China,2022-03-16 07:26:34,1,1187.31
181,UK,2020-01-02 12:38:56,0,465.0
182,Japan,2021-11-08 18:01:24,0,1607.54
183,USA,2023-05-09 17:08:46,1,165.23
184,USA,2021-05-23 08:46:26,0,1966.87
185,India,2020-08-10 18:26:26,1,1743.78
186,Germany,2023-02-28 03:30:53,0,1201.31
187,Japan,2021-10-03 03:17:09,0,311.46
188,Australia,2024-01-11 08:41:33,0,509.02
189,China,2020-05-18 00:17:35,1,630.93
190,UK,2022-08-22 14:19:56,0,557.96
191,Brazil,2022-09-27 17:59:22,1,1045.29
192,UK,2021-07-06 02:28:35,0,1894.66
193,France,2020-06-10 07:22:10,1,943.93
194,USA,2023-03-28 12:03:16,1,1356.97
195,China,2021-12-19 21:02:00,1,1408.31
196,France,2023-01-26 06:48:37,1,1756.0
197,Japan,2021-03-25 12:17:34,0,164.26
198,Brazil,2020-09-04 12:16:21,0,868.23
199,Germany,2021-11-13 08:10:35,1,1591.0
200,China,2022-01-10 16:05:27,0,1648.25
201,China,2024-06-01 20:35:02,0,1861.93
202,USA,2020-04-30 05:19:15,1,1435.31
203,Canada,2021-10-09 00:04:59,1,565.79
204,China,2024-08-24 08:22:46,1,1060.76
205,India,2022-07-10 13:25:51,1,161.46
206,Brazil,2022-05-06 03:40:22,1,1329.16
207,Brazil,2020-11-24 06:21:11,1,1153.16
208,India,2024-01-17 15:22:50,1,1366.99
209,Australia,2024-05-03 08:30:20,0,1867.27
210,India,2023-06-04 04:55:17,0,1405.83
211,India,2020-06-13 15:04:47,1,708.85
212,Brazil,2022-03-22 04:22:43,1,477.6
213,UK,2022-10-01 20:46:37,1,1723.81
214,Brazil,2023-08-01 02:06:58,1,469.23
215,Canada,2021-01-09 04:26:38,1,407.06
216,USA,2021-12-18 20:48:57,0,492.56
217,France,2020-10-15 12:33:04,0,1066.8
218,UK,2023-10-09 03:49:36,1,335.96
219,Germany,2024-01-21 10:25:11,1,1882.42
220,France,2020-05-16 04:16:28,0,1935.88
221,USA,2020-12-21 14:47:11,0,1950.22
222,Canada,2021-02-12 02:49:22,0,174.34
223,Canada,2021-01-02 16:04:18,1,1897.78
224,Germany,2020-06-14 07:54:10,1,1995.09
225,UK,2022-03-05 23:48:42,1,1890.62
226,Australia,2020-10-21 09:22:19,0,1374.78
227,India,2021-05-19 04:53:39,1,1432.34
228,UK,2021-10-13 18:37:32,1,332.28
229,Australia,2020-12-01 05:18:11,1,1761.16
230,Canada,2020-06-21 14:23:04,0,213.32
231,Brazil,2024-01-31 07:55:06,1,703.69
232,USA,2024-02-17 14:24:42,1,1983.19
233,Germany,2023-07-01 00:56:27,0,902.42
234,USA,2022-05-19 20:55:20,0,349.2
235,Japan,2024-09-13 01:28:53,1,1941.66
236,Japan,2020-10-02 01:58:11,1,1969.87
237,UK,2021-03-10 18:02:58,0,455.38
238,Canada,2020-01-28 07:55:31,0,1743.13
239,Canada,2023-07-15 11:16:57,0,841.8
240,India,2023-03-17 08:27:05,1,824.6
241,India,2024-05-22 18:37:38,1,599.13
242,India,2023-02-20 12:06:02,1,184.95
243,Brazil,2023-10-16 04:34:20,1,609.22
244,France,2022-12-05 08:53:28,0,202.18
245,China,2023-03-15 18:57:23,1,1856.31
246,France,2023-08-30 05:59:19,1,1357.27
247,USA,2022-09-17 02:07:43,0,1784.58
248,France,2023-02-21 16:40:43,1,1462.85
249,Brazil,2024-12-27 14:12:30,1,349.45
250,USA,2020-07-27 11:29:58,1,1887.1
251,France,2021-09-27 00:08:57,0,1809.8
252,Brazil,2021-01-11 04:22:50,1,761.34
253,China,2023-02-27 22:14:57,1,311.91
254,France,2022-12-19 00:19:30,0,1437.89
255,Brazil,2020-03-30 23:54:39,0,1483.89
256,India,2023-04-16 08:06:29,0,1803.98
257,Canada,2020-04-24 22:14:05,1,200.05
258,India,2024-11-29 07:08:35,1,369.24
259,Canada,2023-10-21 09:14:24,0,1236.67
260,Germany,2023-12-08 14:19:07,0,1276.35
261,Germany,2023-02-14 02:51:44,0,163.86
262,Germany,2022-10-22 12:48:58,1,854.17
263,China,2021-06-15 07:39:31,1,1209.91
264,India,2022-07-15 08:43:26,1,1502.03
265,Canada,2021-08-26 09:42:30,1,700.69
266,Brazil,2022-03-04 15:36:42,1,1019.42
267,USA,2024-06-15 06:53:26,0,1646.7
268,Brazil,2023-11-26 18:28:12,0,1912.4
269,USA,2020-05-01 02:25:28,1,537.6
270,Japan,2021-10-04 20:14:03,0,580.78
271,Brazil,2021-12-08 18:55:21,0,1885.65
272,France,2022-10-13 10:28:53,1,852.23
273,France,2023-05-17 22:56:11,1,1464.86
274,UK,2020-07-21 15:52:18,0,1263.3
275,India,2024-12-11 10:20:36,0,642.62
276,USA,2024-01-17 02:08:36,0,1341.77
277,USA,2022-11-06 15:22:21,1,1345.58
278,India,2020-06-11 17:01:11,0,1225.64
279,China,2022-04-01 13:51:20,0,289.36
280,UK,2022-10-26 05:15:40,1,1990.83
281,China,2021-12-27 03:22:29,0,860.79
282,China,2022-07-26 03:34:16,0,1312.68
283,China,2023-12-14 23:02:11,0,1782.95
284,India,2020-06-04 01:44:35,0,904.25
285,China,2022-11-06 19:04:42,0,1570.46
286,France,2020-11-06 21:03:44,0,1946.47
287,Germany,2022-04-09 08:23:09,1,781.98
288,Japan,2020-02-13 16:48:22,0,870.01
289,USA,2020-09-29 12:56:17,1,1820.59
290,USA,2022-12-31 18:27:39,1,403.32
291,Japan,2022-05-06 13:34:34,1,154.33
292,India,2024-04-30 20:54:06,0,1826.89
293,Brazil,2024-07-04 15:39:36,0,1661.02
294,India,2020-05-21 03:18:49,1,1947.91
295,USA,2020-06-11 12:33:28,1,210.65
296,USA,2023-12-23 22:28:44,1,396.74
297,Japan,2023-08-25 11:56:02,0,300.09
298,China,2021-12-08 00:29:20,1,1398.49
299,India,2020-10-21 20:44:19,0,1251.42
300,Canada,2024-07-03 12:29:17,0,782.74
301,Japan,2021-12-08 20:21:35,1,209.1
302,France,2020-06-25 09:14:27,0,1315.36
303,USA,2023-07-01 18:15:56,1,1183.23
304,Japan,2021-12-26 02:29:01,1,314.52
305,India,2021-02-15 06:47:19,1,1826.93
306,USA,2020-01-10 06:32:05,1,478.0
307,Brazil,2021-09-02 03:56:25,1,1512.67
308,Japan,2024-09-20 11:06:22,1,1781.64
309,UK,2020-08-13 08:35:11,0,1201.0
310,USA,2022-09-18 08:59:33,1,569.01
311,India,2023-02-28 22:36:35,0,687.57
312,Germany,2022-12-27 00:57:29,0,1782.92
313,Canada,2022-06-07 23:24:47,0,666.69
314,Australia,2020-03-01 19:30:30,1,1517.76
315,China,2020-05-29 07:51:05,1,1981.31
316,Australia,2023-03-27 09:12:53,1,1999.65
317,India,2021-05-29 18:30:40,0,1113.61
318,France,2022-04-28 08:26:57,1,1670.46
319,France,2021-05-19 00:33:52,1,1981.47
320,Germany,2023-08-06 22:58:48,1,811.88
321,China,2021-09-11 21:59:20,1,579.58
322,UK,2023-06-09 14:27:59,0,317.04
323,Germany,2022-08-14 06:13:16,1,367.71
324,Australia,2023-08-08 10:07:33,1,1721.76
325,Germany,2023-06-25 19:23:31,1,1218.57
326,Australia,2020-03-31 16:08:32,1,1760.05
327,USA,2022-04-12 06:31:16,1,1599.96
328,France,2022-11-26 08:47:38,1,1380.11
329,USA,2021-06-15 19:43:49,0,1257.69
330,Canada,2023-09-24 21:11:31,0,191.84
331,China,2024-06-15 00:05:49,1,1757.32
332,UK,2024-11-29 06:05:48,1,893.9
333,Australia,2021-12-20 21:14:10,0,1163.6
334,UK,2024-06-27 11:41:48,1,141.71
335,Australia,2020-07-30 19:50:47,1,1878.54
336,India,2024-01-29 20:00:51,1,1815.21
337,Germany,2022-04-14 03:39:38,1,1132.23
338,Canada,2020-06-15 13:22:34,1,1196.89
339,France,2024-02-13 18:38:23,1,1439.53
340,Australia,2024-06-29 08:39:41,1,602.92
341,UK,2023-03-07 05:58:16,1,521.64
342,Canada,2022-11-25 10:57:21,0,1380.64
343,Brazil,2020-07-06 08:53:48,0,298.4
344,Brazil,2022-07-07 02:55:11,1,962.72
345,USA,2023-08-07 14:43:58,1,1036.24
346,France,2024-07-07 09:04:03,1,824.54
347,India,2022-06-19 12:31:12,1,452.01
348,UK,2023-03-22 07:32:54,0,775.1
349,Germany,2020-04-12 19:55:27,1,741.36
350,Germany,2020-11-25 06:07:41,1,1048.6
351,UK,2020-09-12 04:38:49,1,1381.89
352,China,2024-05-30 09:02:39,1,1939.65
353,India,2023-04-14 04:57:10,1,373.91
354,Canada,2020-05-03 19:43:36,1,1758.73
355,Australia,2022-03-03 07:34:27,1,639.94
356,China,2021-10-21 16:53:49,0,1223.61
357,Australia,2022-05-29 05:07:41,1,1138.8
358,Australia,2020-05-04 18:59:33,1,1158.2
359,China,2020-09-10 04:19:55,1,1474.38
360,USA,2022-03-13 23:10:21,0,825.21
361,Brazil,2024-07-21 18:44:33,1,706.29
362,Australia,2023-09-07 14:52:36,1,1720.39
363,China,2021-01-17 15:04:30,1,518.18
364,China,2020-06-17 00:41:42,0,442.47
365,Japan,2021-06-10 21:56:14,1,129.65
366,USA,2020-01-07 15:24:41,1,500.1
367,France,2024-07-20 07:46:30,1,1085.21
368,Japan,2021-10-17 10:05:13,0,1123.17
369,Japan,2022-08-09 06:11:17,0,583.4
370,UK,2024-09-14 06:55:01,1,237.32
371,Brazil,2024-02-21 07:50:45,0,1514.82
372,China,2024-05-10 15:45:22,0,1540.15
373,Brazil,2022-03-20 10:43:48,0,1995.89
374,India,2022-06-21 00:05:50,1,1810.06
375,UK,2021-06-05 15:24:13,1,1859.52
376,France,2022-09-24 10:49:13,0,1616.59
377,Brazil,2023-04-15 01:07:21,0,1269.46
378,Germany,2024-11-20 20:31:07,1,344.24
379,Australia,2021-10-09 20:45:41,1,1282.4
380,India,2023-01-01 21:56:42,0,206.32
381,USA,2023-12-29 20:40:06,0,1782.07
382,France,2023-03-20 18:14:44,1,1015.46
383,India,2021-10-03 14:55:07,1,1425.2
384,Australia,2020-04-03 19:01:10,1,199.26
385,UK,2024-02-16 22:45:52,1,1115.07
386,Australia,2020-08-06 08:48:42,0,672.4
387,Japan,2020-12-22 21:40:13,1,641.44
388,Australia,2020-04-27 02:23:10,1,840.35
389,Japan,2022-07-31 08:05:07,1,101.21
390,UK,2023-04-13 12:34:46,0,986.66
391,Canada,2020-10-22 20:49:56,1,1024.48
392,Japan,2020-04-14 04:54:41,1,1739.95
393,USA,2020-03-29 15:57:58,0,952.2
394,Australia,2023-09-24 05:22:50,1,790.76
395,Australia,2022-12-21 05:55:29,0,1990.02
396,USA,2021-02-12 09:18:35,0,1185.31
397,Germany,2020-04-15 19:38:13,0,997.97
398,China,2023-12-04 06:50:12,0,1042.28
399,Canada,2024-02-27 02:15:21,0,1637.44
400,France,2020-09-09 09:30:08,1,747.29
401,Japan,2023-02-10 23:59:39,1,839.4
402,USA,2021-04-11 16:10:06,1,1536.16
403,UK,2021-02-01 01:33:45,0,238.67
404,Japan,2020-06-30 11:16:26,1,1743.82
405,China,2021-11-19 00:43:47,1,917.39
406,UK,2021-08-15 03:05:30,1,1204.46
407,India,2023-06-21 15:14:25,1,1539.2
408,Australia,2021-12-20 09:32:51,1,605.5
409,India,2020-06-25 07:42:25,1,1791.6
410,Japan,2020-10-05 19:49:43,1,1960.53
411,China,2024-03-04 19:53:37,0,1039.12
412,Canada,2021-10-29 17:21:47,1,1880.18
413,Japan,2020-11-17 01:38:13,1,102.14
414,USA,2023-11-23 12:33:45,1,1799.05
415,Brazil,2024-09-06 07:19:52,1,690.99
416,Japan,2021-01-27 00:59:34,1,691.84
417,Australia,2024-11-27 16:50:00,1,533.37
418,Australia,2021-12-25 03:17:40,0,702.33
419,Japan,2022-10-13 08:51:27,0,505.62
420,UK,2024-06-27 19:47:39,0,1821.15
421,Brazil,2021-12-13 09:26:10,1,1808.15
422,USA,2020-02-02 08:25:26,1,294.2
423,Japan,2021-03-28 17:51:04,1,371.43
424,UK,2022-11-10 23:09:45,1,1737.84
425,Australia,2020-12-19 10:01:57,1,857.98
426,Australia,2021-09-06 02:36:52,1,421.62
427,China,2021-11-11 15:30:49,1,1070.27
428,Japan,2024-07-16 12:53:08,1,891.67
429,Brazil,2023-03-09 06:55:27,1,516.41
430,Germany,2023-05-14 16:39:22,0,1469.43
431,Brazil,2022-05-25 04:26:54,1,1299.45
432,Australia,2020-01-17 09:39:18,1,289.36
433,Australia,2020-08-03 10:19:08,0,1858.23
434,India,2021-09-05 11:26:50,1,1161.09
435,Australia,2022-06-11 20:09:38,1,575.39
436,USA,2022-01-05 09:52:27,1,491.95
437,France,2021-08-04 23:03:42,0,358.3
438,Japan,2024-10-31 04:01:38,1,906.81
439,Brazil,2021-05-17 04:52:27,1,357.53
440,France,2023-02-07 01:37:50,0,890.05
441,UK,2021-08-04 23:31:24,1,382.66
442,Germany,2022-01-11 10:39:24,0,1347.93
443,USA,2021-03-01 18:06:58,0,1591.96
444,Brazil,2021-01-21 22:47:35,0,1144.09
445,France,2022-10-22 00:36:23,0,1392.11
446,Germany,2023-08-17 14:38:46,1,1882.92
447,India,2020-11-27 05:07:05,0,1312.91
448,USA,2022-10-07 10:41:23,1,791.9
449,USA,2020-10-10 04:28:51,1,954.01
450,India,2020-12-30 13:59:14,1,1735.0
451,Japan,2023-07-06 23:48:18,1,348.37
452,India,2021-03-06 06:37:32,1,718.9
453,USA,2021-07-18 23:59:18,1,1196.83
454,USA,2022-10-13 13:05:19,0,1385.14
455,France,2020-06-23 21:38:20,1,1550.65
456,Australia,2020-05-30 19:07:27,1,704.59
457,Germany,2021-12-13 22:28:24,0,377.13
458,India,2021-02-06 20:21:33,0,1914.19
459,Germany,2023-01-13 02:13:32,0,245.15
460,India,2024-10-31 02:18:54,1,282.03
461,UK,2023-10-14 12:06:30,1,1040.39
462,USA,2021-05-04 02:30:57,1,1656.61
463,Australia,2023-10-12 03:29:25,0,1571.56
464,France,2023-05-22 18:50:24,1,1881.63
465,Australia,2022-10-19 15:33:56,0,369.04
466,Australia,2021-11-11 16:36:59,0,813.88
467,Australia,2022-06-08 09:21:13,1,636.07
468,Germany,2021-02-25 02:09:46,0,1735.65
469,India,2023-08-20 23:46:23,0,1027.87
470,Canada,2024-01-14 16:10:21,0,151.01
471,UK,2022-04-14 01:24:23,1,1445.13
472,Brazil,2021-11-30 04:54:08,1,838.53
473,Australia,2021-12-31 02:54:16,1,1109.18
474,Japan,2020-04-06 15:46:24,1,1798.2
475,Germany,2020-12-01 22:42:53,0,587.8
476,France,2022-07-11 16:57:19,1,556.5
477,Brazil,2020-06-09 09:08:21,1,600.07
478,Canada,2021-07-24 16:58:18,0,742.41
479,Japan,2022-05-22 17:46:57,0,303.97
480,Canada,2020-12-20 21:43:40,0,1424.72
481,Brazil,2023-11-24 17:36:42,1,494.06
482,Australia,2024-11-19 15:00:43,0,1859.68
483,Japan,2021-12-09 18:31:45,1,509.8
484,Canada,2020-07-27 03:49:15,0,585.72
485,France,2022-04-16 02:28:02,0,664.34
486,India,2022-07-15 22:07:51,1,1560.22
487,USA,2024-11-14 01:42:50,1,912.45
488,India,2022-03-04 22:50:07,0,1656.74
489,Brazil,2023-10-22 13:00:15,0,1591.22
490,Germany,2023-04-08 07:08:03,0,1866.03
491,USA,2022-04-30 23:52:59,0,1537.55
492,UK,2023-02-10 22:53:20,0,198.63
493,France,2023-01-09 11:40:51,1,1690.83
494,UK,2024-11-20 19:13:37,1,1882.34
495,Japan,2022-08-13 10:51:46,1,1988.01
496,USA,2024-02-15 08:34:33,0,338.01
497,UK,2023-06-29 12:24:55,0,1265.22
498,UK,2020-05-22 08:34:55,0,478.97
499,Canada,2022-06-21 02:22:21,1,598.77
500,India,2024-09-09 07:09:12,1,1516.61
501,Canada,2022-10-05 07:03:45,0,1957.57
502,USA,2023-06-06 13:12:41,1,1230.23
503,USA,2022-08-26 16:15:42,1,1716.11
504,Brazil,2024-04-21 11:06:51,0,116.88
505,Canada,2021-05-23 18:46:06,0,169.6
506,China,2024-03-01 04:11:29,1,1233.78
507,India,2020-05-16 11:24:30,1,839.07
508,USA,2023-01-21 09:21:58,0,1790.54
509,Brazil,2024-05-30 21:29:46,0,673.77
510,Canada,2024-04-02 16:42:58,1,920.9
511,India,2021-09-09 12:58:14,0,1103.03
512,Canada,2023-04-13 19:16:29,1,618.77
513,UK,2022-06-19 21:17:41,1,1826.14
514,Brazil,2023-04-24 13:53:44,0,982.61
515,India,2020-10-11 05:10:24,0,905.9
516,Australia,2024-09-19 14:20:34,1,1714.53
517,Japan,2022-04-08 23:01:11,0,692.76
518,Japan,2020-12-27 13:37:22,0,1653.18
519,India,2022-12-14 08:24:49,1,332.32
520,Canada,2023-01-30 23:16:43,0,447.3
521,Brazil,2022-02-27 09:26:18,1,1906.6
522,Japan,2022-09-26 18:16:50,0,1700.65
523,Brazil,2022-12-23 21:01:15,1,837.01
524,Japan,2020-09-29 01:53:55,0,1313.07
525,UK,2022-09-06 03:23:16,1,1891.64
526,Canada,2020-08-14 05:01:13,1,502.53
527,UK,2022-01-22 12:24:02,0,212.12
528,Japan,2022-01-15 00:37:53,1,1121.19
529,Australia,2023-09-17 20:28:46,0,370.93
530,Australia,2023-01-05 19:31:51,1,455.91
531,UK,2023-10-10 22:29:32,1,1793.92
532,Australia,2022-09-01 21:38:30,1,114.07
533,Japan,2020-10-27 20:37:15,0,1651.96
534,India,2021-05-22 21:43:43,1,1082.21
535,UK,2021-01-22 20:52:43,0,1162.66
536,Germany,2022-07-29 12:29:22,1,1376.36
537,Canada,2022-11-09 23:07:39,1,919.75
538,Australia,2021-02-02 04:03:57,0,319.66
539,Australia,2021-07-04 17:13:43,0,295.36
540,USA,2024-08-04 01:31:23,1,1533.29
541,China,2021-08-08 05:51:50,1,519.97
542,UK,2021-04-06 18:35:01,0,153.39
543,France,2020-08-16 17:48:04,0,1961.27
544,Australia,2024-05-11 19:32:55,1,1962.74
545,Canada,2020-05-07 18:20:04,0,818.47
546,Germany,2024-08-21 09:10:00,0,148.5
547,Australia,2022-10-31 17:43:28,0,1481.8
548,Germany,2021-10-19 10:39:38,0,1678.92
549,Japan,2023-08-11 07:42:23,1,337.53
550,Japan,2020-02-27 21:40:28,1,357.37
551,China,2024-04-03 23:14:50,1,1662.23
552,India,2021-10-12 21:04:22,0,1851.62
553,France,2024-12-17 07:53:04,1,1602.43
554,USA,2024-03-16 05:05:24,1,481.42
555,China,2024-08-29 01:43:20,0,881.89
556,Brazil,2021-07-16 10:11:50,1,1241.6
557,USA,2020-05-04 19:09:14,1,404.56
558,UK,2021-01-22 02:10:52,1,500.14
559,Canada,2023-01-28 19:26:09,1,637.48
560,Brazil,2020-11-26 18:00:55,1,1068.08
561,Brazil,2022-01-15 14:11:58,0,1070.53
562,China,2023-06-06 15:41:27,1,1647.16
